c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,Application
0.989171875,0.989,0.989,0.988,0.989,0.99,0.001811894,0.001819013,3.31E-06,-0.294523438,-0.2945,-0.293,-0.297,-0.2945,-0.292,0.003495454,0.003509189,1.23E-05,0.123234375,0.123,0.12,0.12,0.123,0.127,0.004554332,0.004572228,2.09E-05,0.002400812,0.00298,0.0122,-0.0027225,0.00298,0.007215,0.006497188,0.006522717,4.25E-05,5.49E-05,8.75E-05,0.0116,-0.00461,8.75E-05,0.0045875,0.007478402,0.007507786,5.64E-05,0.000630994,0.001205,0.00215,-0.00452,0.001205,0.0052525,0.006762758,0.006789331,4.61E-05,Facebook
0.989507813,0.989,0.989,0.988,0.989,0.991,0.002172254,0.00218079,4.76E-06,-0.296992187,-0.297,-0.296,-0.299,-0.297,-0.295,0.003083464,0.00309558,9.58E-06,0.12321875,0.1235,0.125,0.12,0.1235,0.127,0.005301735,0.005322567,2.83E-05,-0.001546938,-0.000986,-0.0121,-0.0054575,-0.000986,0.00274,0.005337051,0.005358021,2.87E-05,-0.002295117,-0.002945,-0.00714,-0.0060975,-0.002945,0.00189,0.006713721,0.006740101,4.54E-05,0.0028059,0.00298,0.00215,1.59E-05,0.00298,0.0061975,0.004927285,0.004946645,2.45E-05,Facebook
0.988875,0.989,0.988,0.987,0.989,0.991,0.002678036,0.002688558,7.23E-06,-0.300398437,-0.3,-0.301,-0.303,-0.3,-0.297,0.004051118,0.004067036,1.65E-05,0.121875,0.121,0.12,0.118,0.121,0.125,0.00491013,0.004929423,2.43E-05,-0.000276102,0.000761,-0.0103,-0.0048425,0.000761,0.0036125,0.006119175,0.006143219,3.77E-05,-0.002261789,-0.002285,-0.0108,-0.0056325,-0.002285,0.00196,0.006016977,0.006040619,3.65E-05,0.004705641,0.0048,0.00467,0.0020975,0.0048,0.0075825,0.003952649,0.00396818,1.57E-05,Facebook
0.986835938,0.987,0.986,0.985,0.987,0.98875,0.002645094,0.002655487,7.05E-06,-0.306921875,-0.307,-0.301,-0.311,-0.307,-0.303,0.005757616,0.00578024,3.34E-05,0.120640625,0.1205,0.12,0.118,0.1205,0.124,0.004941429,0.004960846,2.46E-05,0.000756969,0.001375,0.00504,-0.0037825,0.001375,0.0049675,0.00699462,0.007022103,4.93E-05,0.002753195,0.00175,-0.0135,-0.0029575,0.00175,0.0103625,0.010998063,0.011041278,0.00012191,0.001521923,0.003815,0.0023,-0.0034325,0.003815,0.0076525,0.010166035,0.010205981,0.000104162,Facebook
0.986203125,0.986,0.986,0.985,0.986,0.988,0.002159135,0.002167619,4.70E-06,-0.308015625,-0.307,-0.307,-0.311,-0.307,-0.305,0.004951301,0.004970756,2.47E-05,0.124953125,0.125,0.132,0.121,0.125,0.131,0.007037688,0.007065341,4.99E-05,0.001353211,0.00187,0.00251,-0.005365,0.00187,0.00666,0.00815745,0.008189502,6.71E-05,0.004405109,0.00329,0.0108,-0.00239,0.00329,0.0123,0.01095426,0.010997303,0.000120941,-0.005699601,-0.00803,-0.0107,-0.011375,-0.00803,-0.0023125,0.00932473,0.00936137,8.76E-05,Instagram
0.987117188,0.987,0.986,0.986,0.987,0.989,0.004879199,0.00489837,2.40E-05,-0.300867187,-0.303,-0.305,-0.306,-0.303,-0.297,0.009331877,0.009368544,8.78E-05,0.133492188,0.132,0.132,0.128,0.132,0.136,0.008670168,0.008704236,7.58E-05,-0.050304665,0.0009435,0.0215,-0.0083,0.0009435,0.0072,0.135546829,0.136079431,0.018517612,0.026533555,0.002385,0.00464,-0.003695,0.002385,0.012,0.065963842,0.066223033,0.00438549,-0.026933516,-0.01015,-0.0107,-0.02,-0.01015,-0.006895,0.042178287,0.042344018,0.001793016,Twitter
0.962015625,0.962,0.96,0.96,0.962,0.964,0.005165971,0.00518627,2.69E-05,-0.409335937,-0.409,-0.409,-0.415,-0.409,-0.405,0.009178165,0.009214228,8.49E-05,0.034177344,0.03115,0.0289,0.0259,0.03115,0.04115,0.011209484,0.011253529,0.000126642,0.029564193,0.0265,0.0221,0.016025,0.0265,0.04685,0.020405531,0.02048571,0.000419664,-0.017313398,-0.01445,-0.0311,-0.0311,-0.01445,-0.002585,0.01914916,0.019224402,0.000369578,-0.039865078,-0.03415,-0.0287,-0.051025,-0.03415,-0.0258,0.022678327,0.022767437,0.000518356,Instagram
0.962007813,0.962,0.96,0.96,0.962,0.964,0.003148651,0.003161023,9.99E-06,-0.407265625,-0.406,-0.409,-0.411,-0.406,-0.403,0.007404058,0.00743315,5.53E-05,0.032075781,0.031,0.0258,0.026275,0.031,0.038575,0.008020908,0.008052424,6.48E-05,0.022242188,0.01955,0.0179,0.01425,0.01955,0.02785,0.013241819,0.01329385,0.000176726,-0.004198383,-0.003565,-0.0103,-0.010875,-0.003565,0.0032075,0.010415538,0.010456463,0.000109338,-0.022965584,-0.0197,-0.0112,-0.03395,-0.0197,-0.01195,0.015539194,0.015600252,0.000243368,Instagram
0.964070312,0.965,0.965,0.963,0.965,0.966,0.002947943,0.002959526,8.76E-06,-0.400351563,-0.401,-0.403,-0.403,-0.401,-0.398,0.004855071,0.004874148,2.38E-05,0.040411719,0.0402,0.0402,0.038,0.0402,0.0444,0.005317051,0.005337944,2.85E-05,0.008153897,0.008305,0.0196,-0.00066275,0.008305,0.0174,0.011765967,0.011812199,0.000139528,-0.002525391,-0.002765,-0.0103,-0.00845,-0.002765,0.003685,0.00918867,0.009224775,8.51E-05,-0.003779991,-0.00434,-0.0112,-0.01275,-0.00434,0.0014425,0.011495903,0.011541073,0.000133196,Facebook
0.96290625,0.965,0.965,0.96125,0.965,0.967,0.010564118,0.010605627,0.000112479,-0.404945313,-0.401,-0.398,-0.41075,-0.401,-0.395,0.017764215,0.017834015,0.000318052,0.044966406,0.04325,0.0462,0.039675,0.04325,0.047625,0.009000289,0.009035654,8.16E-05,0.001219209,-0.0001535,0.0111,-0.0163,-0.0001535,0.00871,0.043603017,0.043774346,0.001916193,-0.005637477,-0.00393,0.0128,-0.01295,-0.00393,0.004545,0.026148649,0.026251395,0.000689136,0.014981459,0.008075,0.0103,-0.0026425,0.008075,0.03345,0.029255813,0.029370767,0.000862642,Facebook
0.957546875,0.956,0.955,0.951,0.956,0.96575,0.011695926,0.011741882,0.000137872,-0.420242188,-0.425,-0.425,-0.433,-0.425,-0.40825,0.018963265,0.019037777,0.000362437,0.032824766,0.03515,0.0406,0.01585,0.03515,0.04575,0.018192055,0.018263537,0.000333557,0.002204141,0.00889,0.0111,-0.02985,0.00889,0.02995,0.053636198,0.05384695,0.002899494,-0.017152703,-0.01745,-0.0157,-0.036675,-0.01745,0.001804,0.034430563,0.034565851,0.001194798,0.018749694,0.01995,0.0165,0.004785,0.01995,0.037625,0.031598476,0.031722636,0.001006326,Facebook
0.955601562,0.954,0.955,0.94925,0.954,0.959,0.013511766,0.013564857,0.000184005,-0.429265625,-0.428,-0.425,-0.437,-0.428,-0.421,0.015148476,0.015207999,0.000231283,0.029755391,0.0231,0.0179,0.01535,0.0231,0.044225,0.018799553,0.018873422,0.000356206,-0.003810234,0.0122,0.0242,-0.037725,0.0122,0.02675,0.044072026,0.044245198,0.001957638,0.009211406,-0.008645,0.101,-0.033025,-0.008645,0.0489,0.070290765,0.070566958,0.004979696,-0.0058075,-0.002225,0.0234,-0.0392,-0.002225,0.020875,0.04261512,0.042782567,0.001830348,Facebook
0.959953125,0.957,0.947,0.949,0.957,0.97,0.018209655,0.018281206,0.000334203,-0.413328125,-0.4135,-0.403,-0.43375,-0.4135,-0.393,0.029789393,0.029906445,0.000894395,0.058374375,0.05375,0.0373,0.0376,0.05375,0.07735,0.028704699,0.028817488,0.000830448,-0.008342516,-0.0068,0.0257,-0.035425,-0.0068,0.023625,0.044566961,0.044742078,0.002001854,0.02878625,0.02805,0.101,-0.039075,0.02805,0.076075,0.111835668,0.112275103,0.012605699,-0.021164297,-0.01215,-0.0502,-0.05155,-0.01215,0.032925,0.124305776,0.124794209,0.015573595,Twitter
0.963375,0.963,0.962,0.959,0.963,0.967,0.013253537,0.013305614,0.000177039,-0.396859375,-0.396,-0.397,-0.404,-0.396,-0.388,0.021181409,0.021264637,0.000452185,0.072520312,0.07055,0.0668,0.06295,0.07055,0.081,0.019843459,0.01992143,0.000396863,-0.004384797,-0.005575,-0.0476,-0.03625,-0.005575,0.029675,0.04112673,0.041288328,0.001704726,-0.002939836,-0.0184,-0.103,-0.050675,-0.0184,0.0262,0.098217992,0.098603919,0.009722733,-0.008168977,0.0105,0.0221,-0.015675,0.0105,0.031425,0.120613935,0.121087862,0.01466227,Whatsapp
0.9635,0.9635,0.962,0.961,0.9635,0.96675,0.004903761,0.00492303,2.42E-05,-0.394273438,-0.393,-0.39,-0.4,-0.393,-0.389,0.007385284,0.007414303,5.50E-05,0.069032031,0.0686,0.0689,0.064825,0.0686,0.07345,0.007607305,0.007637196,5.83E-05,-0.006003523,-0.009865,-0.0125,-0.030175,-0.009865,0.017125,0.028403355,0.02851496,0.000813103,-0.01397507,-0.01245,-0.024,-0.029375,-0.01245,0.000861,0.023203439,0.023294612,0.000542639,0.006900945,0.009375,0.0221,-0.0043875,0.009375,0.02035,0.018674876,0.018748255,0.000351497,Whatsapp
0.962820313,0.962,0.961,0.96,0.962,0.966,0.004345316,0.00436239,1.90E-05,-0.39753125,-0.396,-0.395,-0.405,-0.396,-0.391,0.008500862,0.008534264,7.28E-05,0.060446094,0.06065,0.0634,0.05165,0.06065,0.068525,0.011069496,0.011112991,0.000123499,-0.0052895,-0.003125,0.0135,-0.023175,-0.003125,0.009905,0.019051048,0.019125905,0.0003658,-0.007101394,-0.00664,-0.0189,-0.01655,-0.00664,0.001835,0.014731089,0.014788972,0.000218714,0.012376266,0.01185,-0.0124,0.0056875,0.01185,0.021075,0.013100431,0.013151907,0.000172973,Whatsapp
0.96240625,0.962,0.964,0.96,0.962,0.964,0.003444737,0.003458272,1.20E-05,-0.403601563,-0.405,-0.406,-0.40775,-0.405,-0.4,0.00577757,0.005800271,3.36E-05,0.052539063,0.05235,0.0583,0.0476,0.05235,0.0568,0.006055695,0.00607949,3.70E-05,0.002775107,0.00333,0.0107,-0.0053525,0.00333,0.0135,0.01495988,0.015018662,0.00022556,0.001840734,0.000803,0.0143,-0.01055,0.000803,0.0147,0.013869994,0.013924493,0.000193891,0.00288966,0.004875,0.0134,-0.0119,0.004875,0.0153,0.016407995,0.016472466,0.000271342,Facebook
0.962796875,0.963,0.962,0.96125,0.963,0.965,0.003204878,0.00321747,1.04E-05,-0.402,-0.402,-0.406,-0.406,-0.402,-0.399,0.004990616,0.005010226,2.51E-05,0.055078125,0.05485,0.0583,0.0506,0.05485,0.058825,0.005480262,0.005501796,3.03E-05,0.004724763,0.0063,0.0107,-0.0039675,0.0063,0.011975,0.011473977,0.011519061,0.000132689,0.003556432,0.00191,-0.00755,-0.0069725,0.00191,0.014375,0.012004627,0.012051797,0.000145246,-0.002425113,-0.000956,0.00926,-0.012625,-0.000956,0.00696,0.01202724,0.012074499,0.000145794,Facebook
0.962828125,0.963,0.962,0.96125,0.963,0.965,0.002812109,0.002823159,7.97E-06,-0.401492188,-0.402,-0.402,-0.40575,-0.402,-0.399,0.005108198,0.00512827,2.63E-05,0.055313281,0.05485,0.0537,0.051325,0.05485,0.058825,0.005263174,0.005283854,2.79E-05,0.001224144,0.00284,0.0137,-0.00537,0.00284,0.008585,0.010237222,0.010277447,0.000105626,6.64E-07,-0.00109,-0.00505,-0.006785,-0.00109,0.005445,0.008725476,0.008759761,7.67E-05,-0.001749172,-0.000941,0.00284,-0.00869,-0.000941,0.00537,0.00941061,0.009447587,8.93E-05,Facebook
0.965445313,0.965,0.962,0.962,0.965,0.968,0.003734988,0.003749664,1.41E-05,-0.396421875,-0.3965,-0.407,-0.403,-0.3965,-0.389,0.00812847,0.008160409,6.66E-05,0.055953125,0.05555,0.0599,0.05225,0.05555,0.0599,0.004948121,0.004967563,2.47E-05,0.000440284,0.00119,0.0112,-0.004485,0.00119,0.0062025,0.007546523,0.007576175,5.74E-05,0.001939069,0.001755,0.00106,-0.0027975,0.001755,0.0071475,0.007778566,0.00780913,6.10E-05,-0.006301836,-0.0083,-0.0105,-0.013275,-0.0083,0.00090925,0.008646765,0.008680741,7.54E-05,Facebook
0.967070312,0.967,0.967,0.965,0.967,0.969,0.003059778,0.003071801,9.44E-06,-0.390828125,-0.391,-0.391,-0.394,-0.391,-0.388,0.004451315,0.004468806,2.00E-05,0.058303125,0.05805,0.0599,0.055,0.05805,0.0618,0.004808098,0.00482699,2.33E-05,-0.002863633,0.000599,-0.00118,-0.0042425,0.000599,0.005875,0.020389114,0.020469228,0.000418989,0.002298366,0.0007615,0.01,-0.0051525,0.0007615,0.00738,0.013352251,0.013404716,0.000179686,-0.000971383,-0.001235,-0.0105,-0.010175,-0.001235,0.0089325,0.010494242,0.010535477,0.000110996,Facebook
1.0119375,1.01,1.01,1.01,1.01,1.01,0.004729809,0.004748394,2.25E-05,-0.107704688,-0.109,-0.108,-0.113,-0.109,-0.103,0.011921598,0.011968442,0.000143244,0.154382812,0.155,0.155,0.15,0.155,0.159,0.008053649,0.008085294,6.54E-05,-0.023201688,-0.0218,-0.016,-0.027375,-0.0218,-0.014875,0.017122405,0.017189684,0.000295485,0.000502953,0.00484,-0.124,-0.0048625,0.00484,0.015975,0.033512474,0.033644154,0.001131929,0.043138844,0.03415,0.0533,0.01525,0.03415,0.0663,0.035979286,0.036120659,0.001304702,Whatsapp
1.011953125,1.01,1.01,1.01,1.01,1.01,0.003964411,0.003979988,1.58E-05,-0.107535156,-0.108,-0.108,-0.109,-0.108,-0.106,0.003604654,0.003618818,1.31E-05,0.154796875,0.155,0.155,0.152,0.155,0.157,0.004857918,0.004877006,2.38E-05,-0.011694661,-0.009315,-0.0236,-0.023225,-0.009315,-0.0011625,0.011733217,0.01177932,0.000138752,0.006473875,0.004365,0.00344,-0.00022575,0.004365,0.009985,0.009305844,0.00934241,8.73E-05,0.017437969,0.0154,0.0266,0.0101175,0.0154,0.0218,0.012120825,0.012168451,0.000148071,Whatsapp
1.012421875,1.01,1.01,1.01,1.01,1.01,0.004284072,0.004300905,1.85E-05,-0.107603906,-0.108,-0.108,-0.109,-0.108,-0.106,0.00308171,0.003093819,9.57E-06,0.15434375,0.154,0.154,0.151,0.154,0.157,0.004832244,0.004851232,2.35E-05,0.001678589,0.00162,0.000953,-0.00151,0.00162,0.00555,0.004964185,0.00498369,2.48E-05,0.003060573,0.002885,0.00346,-0.00077825,0.002885,0.0056,0.0050712,0.005091127,2.59E-05,0.006237914,0.007565,0.0221,0.0004205,0.007565,0.014,0.01194344,0.011990369,0.000143769,Facebook
1.01203125,1.01,1.01,1.01,1.01,1.01,0.004023248,0.004039056,1.63E-05,-0.101416406,-0.104,-0.109,-0.109,-0.104,-0.09535,0.008597172,0.008630953,7.45E-05,0.15840625,0.159,0.154,0.154,0.159,0.163,0.005917978,0.005941231,3.53E-05,0.00489172,0.005365,0.0129,0.001125,0.005365,0.007935,0.004881567,0.004900748,2.40E-05,0.000393193,2.82E-05,0.011,-0.00932,2.82E-05,0.0057875,0.013991391,0.014046367,0.0001973,-0.003389038,0.0002425,0.0278,-0.012575,0.0002425,0.0077875,0.022916733,0.02300678,0.000529312,Facebook
1.01203125,1.01,1.01,1.01,1.01,1.01,0.004023248,0.004039056,1.63E-05,-0.094028125,-0.09495,-0.0961,-0.0972,-0.09495,-0.0914,0.005783475,0.0058062,3.37E-05,0.15959375,0.16,0.162,0.156,0.16,0.164,0.005207323,0.005227784,2.73E-05,0.002057735,0.00144,0.0129,-0.0032075,0.00144,0.00705,0.006953323,0.006980645,4.87E-05,-0.002107216,-0.004445,0.0342,-0.01325,-0.004445,0.006885,0.015432849,0.015493489,0.000240048,-0.001219445,0.000416,0.0278,-0.012325,0.000416,0.014175,0.024058425,0.024152958,0.000583365,Facebook
1.012578125,1.01,1.01,1.01,1.01,1.02,0.004374302,0.00439149,1.93E-05,-0.097845313,-0.09725,-0.104,-0.102,-0.09725,-0.09295,0.006842901,0.006869788,4.72E-05,0.156710937,0.157,0.157,0.153,0.157,0.16,0.005438796,0.005460167,2.98E-05,0.001777198,0.00234,0.00867,-0.00247,0.00234,0.0055975,0.006026795,0.006050476,3.66E-05,-0.000316164,0.000834,-0.0122,-0.010475,0.000834,0.010775,0.014401673,0.014458261,0.000209041,0.004605867,0.002035,0.0044,-0.00718,0.002035,0.01845,0.015730937,0.015792749,0.000249411,Facebook
1.012421875,1.01,1.01,1.01,1.01,1.0175,0.004462709,0.004480244,2.01E-05,-0.101310156,-0.101,-0.104,-0.104,-0.101,-0.098575,0.005145991,0.005166211,2.67E-05,0.158476562,0.158,0.158,0.155,0.158,0.163,0.005728172,0.005750679,3.31E-05,0.002231128,0.002485,0.00466,-0.00122,0.002485,0.005035,0.004957926,0.004977407,2.48E-05,0.001281544,0.002075,0.0166,-0.00685,0.002075,0.011275,0.014182625,0.014238352,0.000202731,0.002208609,0.000131,-0.0137,-0.00923,0.000131,0.013575,0.014764784,0.014822799,0.000219715,Facebook
1.01140625,1.01,1.01,1.01,1.01,1.01,0.003694247,0.003708763,1.38E-05,-0.10066875,-0.101,-0.101,-0.104,-0.101,-0.098625,0.003868013,0.003883211,1.51E-05,0.1625,0.163,0.164,0.16,0.163,0.166,0.005032706,0.00505248,2.55E-05,-0.000538365,-0.0003645,-0.00424,-0.003075,-0.0003645,0.0026975,0.004561599,0.004579523,2.10E-05,0.000831883,0.0002382,0.0166,-0.0071275,0.0002382,0.0092375,0.010919759,0.010962666,0.00012018,-0.002296038,-0.00117,-0.0153,-0.011525,-0.00117,0.00421,0.009930189,0.009969208,9.94E-05,Facebook
1.01109375,1.01,1.01,1.01,1.01,1.01,0.003121091,0.003133355,9.82E-06,-0.101097656,-0.101,-0.101,-0.10375,-0.101,-0.09895,0.003244839,0.003257589,1.06E-05,0.163289063,0.163,0.163,0.16,0.163,0.166,0.004414381,0.004431726,1.96E-05,0.000138551,0.00010025,0.00148,-0.0026575,0.00010025,0.0020275,0.004869863,0.004888998,2.39E-05,0.000457988,0.000321,-0.0158,-0.00948,0.000321,0.0081475,0.010347895,0.010388555,0.000107922,-0.002702092,-0.000787,0.0125,-0.0089125,-0.000787,0.0031425,0.008540848,0.008574408,7.35E-05,Facebook
1.01109375,1.01,1.01,1.01,1.01,1.01,0.003121091,0.003133355,9.82E-06,-0.100208594,-0.09995,-0.102,-0.102,-0.09995,-0.098225,0.00332345,0.003336508,1.11E-05,0.163890625,0.163,0.163,0.16025,0.163,0.167,0.004648982,0.00466725,2.18E-05,-0.00023776,-0.0003155,0.00145,-0.002725,-0.0003155,0.00163,0.005181465,0.005201825,2.71E-05,-0.000440273,-0.000734,-0.00945,-0.0072025,-0.000734,0.0046125,0.008452513,0.008485725,7.20E-05,-0.000983657,0.00035,0.00149,-0.005445,0.00035,0.00408,0.006944683,0.006971971,4.86E-05,Facebook
1.01125,1.01,1.01,1.01,1.01,1.01,0.003535534,0.003549426,1.26E-05,-0.100153125,-0.101,-0.102,-0.103,-0.101,-0.097725,0.003929952,0.003945394,1.56E-05,0.16390625,0.164,0.165,0.16,0.164,0.167,0.005524714,0.005546422,3.08E-05,-0.000732887,-0.000413,-0.00157,-0.0036875,-0.000413,0.00287,0.00653469,0.006560366,4.30E-05,-0.000492284,-0.00136,-0.0128,-0.00875,-0.00136,0.00548,0.010413746,0.010454665,0.0001093,-0.000831673,0.001415,-0.00628,-0.00419,0.001415,0.005305,0.010227916,0.010268105,0.000105434,Facebook
1.01125,1.01,1.01,1.01,1.01,1.01,0.003535534,0.003549426,1.26E-05,-0.099153906,-0.09915,-0.102,-0.103,-0.09915,-0.09545,0.004524618,0.004542397,2.06E-05,0.165039063,0.166,0.165,0.16225,0.166,0.168,0.005671202,0.005693486,3.24E-05,-0.000676164,0.000826,0.00677,-0.004675,0.000826,0.0060225,0.009459954,0.009497124,9.02E-05,-0.000117386,-0.00149,-0.0128,-0.010925,-0.00149,0.0087125,0.012459276,0.012508232,0.000156456,-0.000267859,0.002605,0.00769,-0.005325,0.002605,0.007815,0.013289359,0.013341577,0.000177998,Facebook
1.011953125,1.01,1.01,1.01,1.01,1.01,0.004156808,0.004173141,1.74E-05,-0.100403125,-0.09995,-0.104,-0.104,-0.09995,-0.09645,0.005114103,0.005134198,2.64E-05,0.164351563,0.165,0.165,0.16,0.165,0.168,0.005478067,0.005499592,3.02E-05,0.000729109,0.00273,0.00505,-0.00237,0.00273,0.0060625,0.008429839,0.008462962,7.16E-05,-0.000346805,-0.003695,0.0177,-0.01145,-0.003695,0.0123,0.013407427,0.013460108,0.000181175,0.001393102,0.003,0.00485,-0.0048525,0.003,0.007815,0.012654916,0.012704641,0.000161408,Facebook
